County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Placer_ 2014 Q3 Court,1235,Placer, 2014 Q3 Court,726,490,115,346,33,24,389,0,9,24,Placer,Ronald Scott Owens,0,1,1,0,1,,518,22.2007722,66.7953668,4.633204633,6.370656371
Placer_ 2014 Q4 Court,1236,Placer, 2014 Q4 Court,483,398,66,223,17,18,370,1,5,18,Placer,Ronald Scott Owens,0,1,1,0,1,,324,20.37037037,68.82716049,5.555555556,5.24691358
Placer_ 2015 Q1 Court,1237,Placer, 2015 Q1 Court,441,284,70,329,10,19,338,2,17,13,Placer,Ronald Scott Owens,0,1,1,0,0,,428,16.35514019,76.86915888,4.439252336,2.336448598
Placer_ 2015 Q2 Court,1238,Placer, 2015 Q2 Court,478,248,97,312,10,27,339,6,19,9,Placer,Ronald Scott Owens,0,1,1,0,0,,446,21.74887892,69.95515695,6.053811659,2.242152466
Placer_ 2015 Q3 Court,1239,Placer, 2015 Q3 Court,483,243,71,264,24,21,385,5,30,26,Placer,Ronald Scott Owens,0,1,1,0,0,,380,18.68421053,69.47368421,5.526315789,6.315789474
Placer_ 2015 Q4 Court,1240,Placer, 2015 Q4 Court,467,240,51,250,26,10,454,17,22,25,Placer,Ronald Scott Owens,0,1,1,0,0,,337,15.13353116,74.18397626,2.96735905,7.715133531
Placer_ 2016 Q1 Court,1241,Placer, 2016 Q1 Court,438,195,99,347,15,16,451,7,54,17,Placer,Ronald Scott Owens,0,1,1,0,0,,477,20.75471698,72.74633124,3.354297694,3.144654088
Placer_ 2016 Q2 Court,1242,Placer, 2016 Q2 Court,561,235,82,137,18,24,459,11,37,7,Placer,Ronald Scott Owens,0,1,1,0,0,,261,31.41762452,52.49042146,9.195402299,6.896551724
Placer_ 2016 Q3 Court,1243,Placer, 2016 Q3 Court,431,216,90,247,11,14,378,8,35,16,Placer,Ronald Scott Owens,0,1,1,0,0,,362,24.86187845,68.2320442,3.867403315,3.038674033
Placer_ 2016 Q4 Court,1244,Placer, 2016 Q4 Court,426,219,68,172,15,11,102,15,35,16,Placer,Ronald Scott Owens,0,1,1,0,0,,266,25.56390977,64.66165414,4.135338346,5.639097744
Placer_ 2017 Q1 Court,1245,Placer, 2017 Q1 Court,403,265,128,201,16,16,188,18,25,18,Placer,Ronald Scott Owens,0,1,1,0,0,,361,35.45706371,55.67867036,4.432132964,4.432132964
Placer_ 2017 Q2 Court,1246,Placer, 2017 Q2 Court,437,298,65,174,12,10,171,36,41,13,Placer,Ronald Scott Owens,0,1,1,0,0,,261,24.90421456,66.66666667,3.831417625,4.597701149
Placer_ 2017 Q3 Court,1247,Placer, 2017 Q3 Court,421,297,66,119,22,16,139,10,43,15,Placer,Ronald Scott Owens,0,1,1,0,0,,223,29.59641256,53.3632287,7.174887892,9.865470852
Placer_ 2017 Q4 Court,1248,Placer, 2017 Q4 Court,415,211,64,85,34,23,140,23,23,19,Placer,Ronald Scott Owens,0,1,1,0,0,,206,31.06796117,41.26213592,11.16504854,16.50485437
Placer_ 2018 Q1 Court,1249,Placer, 2018 Q1 Court,441,240,44,175,27,18,99,16,42,26,Placer,Ronald Scott Owens,0,1,1,0,0,,264,16.66666667,66.28787879,6.818181818,10.22727273
Placer_ 2018 Q2 Court,1250,Placer, 2018 Q2 Court,501,228,73,208,17,29,151,20,70,21,Placer,Ronald Scott Owens,0,1,1,0,0,,327,22.32415902,63.60856269,8.868501529,5.198776758
Placer_ 2018 Q3 Court,1251,Placer, 2018 Q3 Court,446,294,76,188,22,38,179,10,40,13,Placer,Ronald Scott Owens,0,1,1,0,1,,324,23.45679012,58.02469136,11.72839506,6.790123457
Placer_ 2018 Q4 Court,1252,Placer, 2018 Q4 Court,462,215,92,189,18,37,202,3,57,21,Placer,Ronald Scott Owens,0,1,1,0,1,,336,27.38095238,56.25,11.01190476,5.357142857
Placer_ 2019 Q1 Court,1253,Placer, 2019 Q1 Court,476,215,86,189,11,35,190,10,34,28,Placer,Ronald Scott Owens,0,NA,NA,NA,0,,321,26.79127726,58.87850467,10.90342679,3.426791277
Placer_ 2019 Q2 Court,1254,Placer, 2019 Q2 Court,380,167,71,234,15,36,234,4,37,39,Placer,Ronald Scott Owens,0,NA,NA,NA,0,,356,19.94382022,65.73033708,10.11235955,4.213483146
Placer_ 2019 Q3 Court,1255,Placer, 2019 Q3 Court,482,188,86,210,18,20,205,22,39,39,Placer,Ronald Scott Owens,0,NA,NA,NA,0,,334,25.74850299,62.8742515,5.988023952,5.389221557
Placer_ 2019 Q4 Court,1256,Placer, 2019 Q4 Court,477,174,94,225,15,18,180,4,45,31,Placer,Ronald Scott Owens,0,NA,NA,NA,0,,352,26.70454545,63.92045455,5.113636364,4.261363636
Placer_ 2020 Q1 Court,1257,Placer, 2020 Q1 Court,423,159,87,205,21,38,199,4,50,17,Placer,Morgan Gire,0,1,1,0,0,Board of Supervisors appointed Gire,351,24.78632479,58.4045584,10.82621083,5.982905983
Placer_ 2020 Q2 Court,1258,Placer, 2020 Q2 Court,401,132,27,121,28,10,130,3,28,8,Placer,Morgan Gire,0,1,1,0,0,,186,14.51612903,65.05376344,5.376344086,15.05376344
Placer_ 2020 Q3 Court,1259,Placer, 2020 Q3 Court,465,275,42,138,25,8,175,4,56,11,Placer,Morgan Gire,0,1,1,0,0,,213,19.71830986,64.78873239,3.755868545,11.7370892
Placer_ 2020 Q4 Court,1260,Placer, 2020 Q4 Court,573,300,51,162,20,15,96,6,47,10,Placer,Morgan Gire,0,1,1,0,0,,248,20.56451613,65.32258065,6.048387097,8.064516129
Placer_ 2021 Q1 Court,1261,Placer, 2021 Q1 Court,483,369,89,152,14,7,79,14,53,7,Placer,Morgan Gire,0,1,1,0,0,,262,33.96946565,58.01526718,2.671755725,5.34351145
Placer_ 2021 Q2 Court,1262,Placer, 2021 Q2 Court,455,351,101,192,20,11,100,11,37,9,Placer,Morgan Gire,0,1,1,0,0,,324,31.17283951,59.25925926,3.395061728,6.172839506
Placer_ 2021 Q3 Court,1263,Placer, 2021 Q3 Court,504,340,110,172,22,7,97,23,37,7,Placer,Morgan Gire,0,1,1,0,0,,311,35.36977492,55.30546624,2.250803859,7.073954984
Placer_ 2021 Q4 Court,1264,Placer, 2021 Q4 Court,379,339,80,164,13,6,65,27,21,10,Placer,Morgan Gire,0,1,1,0,0,,263,30.41825095,62.35741445,2.281368821,4.942965779
Placer_ 2022 Q1 Court,1265,Placer, 2022 Q1 Court,530,397,99,164,27,9,88,40,39,7,Placer,Morgan Gire,0,1,1,0,0,,299,33.11036789,54.84949833,3.010033445,9.030100334
Placer_ 2022 Q2 Court,1266,Placer, 2022 Q2 Court,514,386,127,217,19,15,110,37,45,7,Placer,Morgan Gire,0,1,1,0,0,,378,33.5978836,57.40740741,3.968253968,5.026455026
Placer_ 2022 Q3 Court,1267,Placer, 2022 Q3 Court,510,427,105,218,19,8,143,21,35,10,Placer,Morgan Gire,0,1,1,0,1,,350,30,62.28571429,2.285714286,5.428571429
Placer_ 2022 Q4 Court,1268,Placer, 2022 Q4 Court,533,352,100,177,14,9,120,32,34,7,Placer,Morgan Gire,0,1,1,0,1,,300,33.33333333,59,3,4.666666667
Placer_ 2023 Q1 Court,1269,Placer, 2023 Q1 Court,473,331,114,247,13,27,124,29,39,11,Placer,Morgan Gire,0,NA,NA,NA,0,,401,28.42892768,61.59600998,6.733167082,3.241895262
Plumas_ 2013 Q1 Court,1270,Plumas, 2013 Q1 Court,48,10,3,24,3,0,35,0,1,0,Plumas,David Hollister,0,1,1,0,0,https://www.plumascounty.us/Archive.aspx?AMID=100,30,10,80,0,10
Plumas_ 2013 Q2 Court,1271,Plumas, 2013 Q2 Court,39,13,1,19,4,0,19,0,1,0,Plumas,David Hollister,0,1,1,0,0,,24,4.166666667,79.16666667,0,16.66666667
Plumas_ 2013 Q3 Court,1272,Plumas, 2013 Q3 Court,45,16,0,20,4,0,29,0,0,0,Plumas,David Hollister,0,1,1,0,0,,24,0,83.33333333,0,16.66666667
Plumas_ 2013 Q4 Court,1273,Plumas, 2013 Q4 Court,35,10,5,17,1,0,33,0,1,0,Plumas,David Hollister,0,1,1,0,0,,23,21.73913043,73.91304348,0,4.347826087
Plumas_ 2014 Q1 Court,1274,Plumas, 2014 Q1 Court,43,6,2,15,4,0,43,0,0,1,Plumas,David Hollister,0,1,1,0,0,,21,9.523809524,71.42857143,0,19.04761905
Plumas_ 2014 Q2 Court,1275,Plumas, 2014 Q2 Court,31,7,10,19,4,0,37,0,1,0,Plumas,David Hollister,0,1,1,0,0,,33,30.3030303,57.57575758,0,12.12121212
Plumas_ 2014 Q3 Court,1276,Plumas, 2014 Q3 Court,51,6,7,17,0,0,42,0,1,0,Plumas,David Hollister,0,1,1,0,1,,24,29.16666667,70.83333333,0,0
Plumas_ 2014 Q4 Court,1277,Plumas, 2014 Q4 Court,31,5,2,24,0,0,32,0,0,0,Plumas,David Hollister,0,1,1,0,1,,26,7.692307692,92.30769231,0,0
Plumas_ 2015 Q1 Court,1278,Plumas, 2015 Q1 Court,21,3,4,5,2,0,7,0,0,2,Plumas,David Hollister,0,1,1,0,0,,11,36.36363636,45.45454545,0,18.18181818
Plumas_ 2015 Q2 Court,1279,Plumas, 2015 Q2 Court,30,7,5,14,2,0,33,0,0,3,Plumas,David Hollister,0,1,1,0,0,,21,23.80952381,66.66666667,0,9.523809524
Plumas_ 2015 Q3 Court,1280,Plumas, 2015 Q3 Court,19,5,3,9,0,0,22,0,0,2,Plumas,David Hollister,0,1,1,0,0,,12,25,75,0,0
Plumas_ 2015 Q4 Court,1281,Plumas, 2015 Q4 Court,25,1,9,7,1,0,23,0,3,0,Plumas,David Hollister,0,1,1,0,0,,17,52.94117647,41.17647059,0,5.882352941
Plumas_ 2016 Q1 Court,1282,Plumas, 2016 Q1 Court,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,0,,NA,NA,NA,NA,NA
Plumas_ 2016 Q2 Court,1283,Plumas, 2016 Q2 Court,28,3,1,12,3,0,21,0,1,0,Plumas,David Hollister,0,1,1,0,0,,16,6.25,75,0,18.75
Plumas_ 2016 Q3 Court,1284,Plumas, 2016 Q3 Court,33,3,7,11,1,0,17,0,2,0,Plumas,David Hollister,0,1,1,0,0,,19,36.84210526,57.89473684,0,5.263157895
Plumas_ 2016 Q4 Court,1285,Plumas, 2016 Q4 Court,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,0,,NA,NA,NA,NA,NA
Plumas_ 2017 Q1 Court,1286,Plumas, 2017 Q1 Court,23,1,9,10,2,0,14,0,0,0,Plumas,David Hollister,0,1,1,0,0,,21,42.85714286,47.61904762,0,9.523809524
Plumas_ 2017 Q2 Court,1287,Plumas, 2017 Q2 Court,26,3,7,13,1,0,16,0,0,0,Plumas,David Hollister,0,1,1,0,0,,21,33.33333333,61.9047619,0,4.761904762
Plumas_ 2017 Q3 Court,1288,Plumas, 2017 Q3 Court,28,2,8,15,0,0,11,0,0,1,Plumas,David Hollister,0,1,1,0,0,,23,34.7826087,65.2173913,0,0
Plumas_ 2017 Q4 Court,1289,Plumas, 2017 Q4 Court,24,4,8,5,0,0,10,0,0,1,Plumas,David Hollister,0,1,1,0,0,,13,61.53846154,38.46153846,0,0
Plumas_ 2018 Q1 Court,1290,Plumas, 2018 Q1 Court,26,10,6,7,1,8,10,0,1,2,Plumas,David Hollister,0,1,1,0,0,,22,27.27272727,31.81818182,36.36363636,4.545454545
Plumas_ 2018 Q2 Court,1291,Plumas, 2018 Q2 Court,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,0,,NA,NA,NA,NA,NA
Plumas_ 2018 Q3 Court,1292,Plumas, 2018 Q3 Court,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,1,,NA,NA,NA,NA,NA
Plumas_ 2018 Q4 Court,1293,Plumas, 2018 Q4 Court,24,5,2,5,0,0,12,0,2,3,Plumas,David Hollister,0,1,1,0,1,,7,28.57142857,71.42857143,0,0
Plumas_ 2019 Q1 Court,1294,Plumas, 2019 Q1 Court,23,2,9,18,1,0,8,0,2,3,Plumas,David Hollister,0,1,1,0,0,,28,32.14285714,64.28571429,0,3.571428571
Plumas_ 2019 Q2 Court,1295,Plumas, 2019 Q2 Court,24,6,2,16,0,0,12,0,2,3,Plumas,David Hollister,0,1,1,0,0,,18,11.11111111,88.88888889,0,0
Plumas_ 2019 Q3 Court,1296,Plumas, 2019 Q3 Court,27,3,5,14,0,0,11,0,1,8,Plumas,David Hollister,0,1,1,0,0,,19,26.31578947,73.68421053,0,0
Plumas_ 2019 Q4 Court,1297,Plumas, 2019 Q4 Court,20,5,5,8,0,0,11,0,2,3,Plumas,David Hollister,0,1,1,0,0,,13,38.46153846,61.53846154,0,0
Plumas_ 2020 Q1 Court,1298,Plumas, 2020 Q1 Court,17,6,2,6,0,0,3,0,1,2,Plumas,David Hollister,0,1,1,0,0,,8,25,75,0,0
Plumas_ 2020 Q2 Court,1299,Plumas, 2020 Q2 Court,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,0,,NA,NA,NA,NA,NA
Plumas_ 2020 Q3 Court,1300,Plumas, 2020 Q3 Court,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,0,,NA,NA,NA,NA,NA
Plumas_ 2020 Q4 Court,1301,Plumas, 2020 Q4 Court,14,9,3,2,0,3,12,0,11,2,Plumas,David Hollister,0,1,1,0,0,,8,37.5,25,37.5,0
Plumas_ 2021 Q1 Court,1302,Plumas, 2021 Q1 Court,17,2,3,6,0,1,15,0,6,0,Plumas,David Hollister,0,1,1,0,0,,10,30,60,10,0
Plumas_ 2021 Q2 Court,1303,Plumas, 2021 Q2 Court,14,7,4,2,0,3,8,0,5,2,Plumas,David Hollister,0,1,1,0,0,,9,44.44444444,22.22222222,33.33333333,0
Plumas_ 2021 Q3 Court,1304,Plumas, 2021 Q3 Court,22,4,0,2,0,8,6,0,5,0,Plumas,David Hollister,0,1,1,0,0,,10,0,20,80,0
Plumas_ 2021 Q4 Court,1305,Plumas, 2021 Q4 Court,17,8,6,3,0,3,9,0,2,3,Plumas,David Hollister,0,1,1,0,0,,12,50,25,25,0
Plumas_ 2022 Q1 Court,1306,Plumas, 2022 Q1 Court,19,3,3,2,0,3,9,0,7,2,Plumas,David Hollister,0,1,1,0,0,,8,37.5,25,37.5,0
Plumas_ 2022 Q2 Court,1307,Plumas, 2022 Q2 Court,22,1,5,1,0,1,9,0,5,2,Plumas,David Hollister,0,1,1,0,0,,7,71.42857143,14.28571429,14.28571429,0
Plumas_ 2022 Q3 Court,1308,Plumas, 2022 Q3 Court,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Plumas,David Hollister,0,1,1,0,1,,NA,NA,NA,NA,NA
Plumas_ 2022 Q4 Court,1309,Plumas, 2022 Q4 Court,26,7,3,1,0,7,8,0,24,2,Plumas,David Hollister,0,1,1,0,1,,11,27.27272727,9.090909091,63.63636364,0
Plumas_ 2023 Q1 Court,1310,Plumas, 2023 Q1 Court,14,3,3,0,0,1,5,0,2,2,Plumas,David Hollister,0,NA,NA,NA,0,,4,75,0,25,0
Riverside_ 2013 Q1 Court,1311,Riverside, 2013 Q1 Court,4312,677,928,1661,155,484,2115,236,408,NA,Riverside,Paul Zellerbach,0,1,0,1,0,https://voteinfo.net/past-elections,3228,28.74845105,51.45600991,14.99380421,4.80173482
Riverside_ 2013 Q2 Court,1312,Riverside, 2013 Q2 Court,4748,697,879,1769,174,571,1429,403,427,0,Riverside,Paul Zellerbach,0,1,0,1,0,,3393,25.90627763,52.13675214,16.8287651,5.128205128
Riverside_ 2013 Q3 Court,1313,Riverside, 2013 Q3 Court,4934,733,1051,1675,244,790,960,101,514,184,Riverside,Paul Zellerbach,0,1,0,1,0,,3760,27.95212766,44.54787234,21.0106383,6.489361702
Riverside_ 2013 Q4 Court,1314,Riverside, 2013 Q4 Court,4550,1393,845,1525,200,454,616,89,443,480,Riverside,Paul Zellerbach,0,1,0,1,0,,3024,27.94312169,50.42989418,15.01322751,6.613756614
Riverside_ 2014 Q1 Court,1315,Riverside, 2014 Q1 Court,4452,1586,916,1639,225,560,699,83,445,475,Riverside,Paul Zellerbach,0,1,0,1,0,,3340,27.4251497,49.07185629,16.76646707,6.736526946
Riverside_ 2014 Q2 Court,1316,Riverside, 2014 Q2 Court,4868,1677,876,1733,258,614,616,33,526,457,Riverside,Paul Zellerbach,0,1,0,1,0,,3481,25.16518242,49.78454467,17.63860959,7.411663315
Riverside_ 2014 Q3 Court,1317,Riverside, 2014 Q3 Court,4815,1800,996,1672,301,553,535,44,616,446,Riverside,Paul Zellerbach,0,1,0,1,1,,3522,28.27938671,47.47302669,15.70130608,8.546280522
Riverside_ 2014 Q4 Court,1318,Riverside, 2014 Q4 Court,3506,1368,722,1085,120,295,385,22,452,407,Riverside,Paul Zellerbach,0,1,0,1,1,,2222,32.49324932,48.82988299,13.27632763,5.400540054
Riverside_ 2015 Q1 Court,1319,Riverside, 2015 Q1 Court,2812,950,779,920,84,235,234,10,456,497,Riverside,Mike Hestrin,0,1,1,1,0,,2018,38.60257681,45.58969277,11.64519326,4.162537166
Riverside_ 2015 Q2 Court,1320,Riverside, 2015 Q2 Court,3082,846,771,1065,51,265,110,17,482,696,Riverside,Mike Hestrin,0,1,1,1,0,,2152,35.82713755,49.48884758,12.31412639,2.369888476
Riverside_ 2015 Q3 Court,1321,Riverside, 2015 Q3 Court,3122,926,805,1051,72,257,123,13,474,594,Riverside,Mike Hestrin,0,1,1,1,0,,2185,36.84210526,48.1006865,11.76201373,3.295194508
Riverside_ 2015 Q4 Court,1322,Riverside, 2015 Q4 Court,2565,733,701,981,77,205,106,15,448,613,Riverside,Mike Hestrin,0,1,1,1,0,,1964,35.69246436,49.9490835,10.43788187,3.920570265
Riverside_ 2016 Q1 Court,1323,Riverside, 2016 Q1 Court,2919,719,730,1057,69,218,83,6,409,597,Riverside,Mike Hestrin,0,1,1,1,0,,2074,35.19768563,50.96432015,10.51108968,3.326904532
Riverside_ 2016 Q2 Court,1324,Riverside, 2016 Q2 Court,3353,741,635,937,61,229,125,6,482,641,Riverside,Mike Hestrin,0,1,1,1,0,,1862,34.10311493,50.32223416,12.29860365,3.276047261
Riverside_ 2016 Q3 Court,1325,Riverside, 2016 Q3 Court,3862,1001,875,1132,112,260,178,10,536,653,Riverside,Mike Hestrin,0,1,1,1,0,,2379,36.78015973,47.58301807,10.92896175,4.707860446
Riverside_ 2016 Q4 Court,1326,Riverside, 2016 Q4 Court,3204,912,730,1099,117,225,178,24,530,614,Riverside,Mike Hestrin,0,1,1,1,0,,2171,33.62505758,50.62183326,10.36388761,5.389221557
Riverside_ 2017 Q1 Court,1327,Riverside, 2017 Q1 Court,3022,990,902,1139,109,226,166,6,485,451,Riverside,Mike Hestrin,0,1,1,1,0,,2376,37.96296296,47.93771044,9.511784512,4.587542088
Riverside_ 2017 Q2 Court,1328,Riverside, 2017 Q2 Court,2993,832,864,1007,151,243,111,8,531,473,Riverside,Mike Hestrin,0,1,1,1,0,,2265,38.14569536,44.45916115,10.72847682,6.666666667
Riverside_ 2017 Q3 Court,1329,Riverside, 2017 Q3 Court,3225,758,773,1013,95,231,191,14,530,480,Riverside,Mike Hestrin,0,1,1,1,0,,2112,36.60037879,47.96401515,10.9375,4.498106061
Riverside_ 2017 Q4 Court,1330,Riverside, 2017 Q4 Court,3377,746,701,833,109,203,369,102,484,471,Riverside,Mike Hestrin,0,1,1,1,0,,1846,37.97399783,45.12459372,10.99674973,5.904658722
Riverside_ 2018 Q1 Court,1331,Riverside, 2018 Q1 Court,3571,813,858,1055,110,264,247,114,606,512,Riverside,Mike Hestrin,0,1,1,1,0,,2287,37.51639703,46.13030171,11.54350678,4.809794491
Riverside_ 2018 Q2 Court,1332,Riverside, 2018 Q2 Court,3274,921,787,1117,129,243,246,99,620,435,Riverside,Mike Hestrin,0,1,1,1,0,,2276,34.57820738,49.07732865,10.67662566,5.667838313
Riverside_ 2018 Q3 Court,1333,Riverside, 2018 Q3 Court,3096,897,758,884,125,208,239,95,582,462,Riverside,Mike Hestrin,0,1,1,1,1,,1975,38.37974684,44.75949367,10.53164557,6.329113924
Riverside_ 2018 Q4 Court,1334,Riverside, 2018 Q4 Court,2929,850,685,921,110,232,183,75,545,453,Riverside,Mike Hestrin,0,1,1,1,1,,1948,35.16427105,47.27926078,11.90965092,5.646817248
Riverside_ 2019 Q1 Court,1335,Riverside, 2019 Q1 Court,3170,929,767,840,93,235,243,84,595,481,Riverside,Mike Hestrin,0,1,1,1,0,,1935,39.63824289,43.41085271,12.14470284,4.80620155
Riverside_ 2019 Q2 Court,1336,Riverside, 2019 Q2 Court,3014,1081,784,864,66,215,232,74,562,476,Riverside,Mike Hestrin,0,1,1,1,0,,1929,40.64282011,44.79004666,11.14567133,3.421461897
Riverside_ 2019 Q3 Court,1337,Riverside, 2019 Q3 Court,3126,983,784,969,77,227,240,96,608,509,Riverside,Mike Hestrin,0,1,1,1,0,,2057,38.1137579,47.10743802,11.03548858,3.743315508
Riverside_ 2019 Q4 Court,1338,Riverside, 2019 Q4 Court,2858,907,712,948,87,175,201,60,597,585,Riverside,Mike Hestrin,0,1,1,1,0,,1922,37.04474506,49.32362123,9.105098855,4.52653486
Riverside_ 2020 Q1 Court,1339,Riverside, 2020 Q1 Court,2828,769,274,923,82,162,204,78,527,448,Riverside,Mike Hestrin,0,1,1,1,0,,1441,19.01457321,64.05274115,11.24219292,5.690492713
Riverside_ 2020 Q2 Court,1340,Riverside, 2020 Q2 Court,2992,130,251,332,17,25,128,49,363,408,Riverside,Mike Hestrin,0,1,1,1,0,,625,40.16,53.12,4,2.72
Riverside_ 2020 Q3 Court,1341,Riverside, 2020 Q3 Court,2868,1392,784,778,46,92,362,121,775,536,Riverside,Mike Hestrin,0,1,1,1,0,,1700,46.11764706,45.76470588,5.411764706,2.705882353
Riverside_ 2020 Q4 Court,1342,Riverside, 2020 Q4 Court,2763,1202,638,781,46,81,295,107,737,556,Riverside,Mike Hestrin,0,1,1,1,0,,1546,41.26778784,50.51746442,5.239327296,2.97542044
Riverside_ 2021 Q1 Court,1343,Riverside, 2021 Q1 Court,3006,1769,650,689,57,99,243,75,581,439,Riverside,Mike Hestrin,0,1,1,1,0,,1495,43.47826087,46.08695652,6.622073579,3.81270903
Riverside_ 2021 Q2 Court,1344,Riverside, 2021 Q2 Court,3118,1897,851,863,79,214,227,84,571,388,Riverside,Mike Hestrin,0,1,1,1,0,,2007,42.40159442,42.99950174,10.66268062,3.936223219
Riverside_ 2021 Q3 Court,1345,Riverside, 2021 Q3 Court,3489,2106,846,1127,71,240,318,125,602,393,Riverside,Mike Hestrin,0,1,1,1,0,,2284,37.04028021,49.34325744,10.50788091,3.108581436
Riverside_ 2021 Q4 Court,1346,Riverside, 2021 Q4 Court,3524,2184,721,914,84,175,264,150,541,322,Riverside,Mike Hestrin,0,1,1,1,0,,1894,38.06758184,48.25765576,9.239704329,4.435058078
Riverside_ 2022 Q1 Court,1347,Riverside, 2022 Q1 Court,3738,2350,815,1006,85,167,353,115,558,347,Riverside,Mike Hestrin,0,1,1,1,0,,2073,39.31500241,48.52870236,8.055957549,4.100337675
Riverside_ 2022 Q2 Court,1348,Riverside, 2022 Q2 Court,3914,2581,849,1044,81,170,318,115,533,372,Riverside,Mike Hestrin,0,1,1,1,0,,2144,39.5988806,48.69402985,7.929104478,3.777985075
Riverside_ 2022 Q3 Court,1349,Riverside, 2022 Q3 Court,3478,2571,847,1165,149,166,301,120,556,397,Riverside,Mike Hestrin,0,1,1,1,1,,2327,36.39879673,50.06446068,7.133648474,6.403094113
Riverside_ 2022 Q4 Court,1350,Riverside, 2022 Q4 Court,2717,2200,826,1038,124,174,331,153,483,400,Riverside,Mike Hestrin,0,1,1,1,1,,2162,38.2053654,48.01110083,8.048103608,5.735430157
Riverside_ 2023 Q1 Court,1351,Riverside, 2023 Q1 Court,NA,1946,1027,1194,109,176,387,122,452,418,Riverside,Mike Hestrin,0,NA,NA,NA,0,,2506,40.98164405,47.64565044,7.023144453,4.349561053
Sacramento_ 2013 Q1 Court,1352,Sacramento, 2013 Q1 Court,2361,NA,NA,NA,82,34,NA,NA,48,NA,Sacramento,Jane Scully,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sacramento_ 2013 Q2 Court,1353,Sacramento, 2013 Q2 Court,2505,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sacramento,Jane Scully,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sacramento_ 2013 Q3 Court,1354,Sacramento, 2013 Q3 Court,2841,NA,NA,NA,67,62,NA,NA,98,198,Sacramento,Jane Scully,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sacramento_ 2013 Q4 Court,1355,Sacramento, 2013 Q4 Court,2857,NA,NA,NA,61,83,NA,NA,92,257,Sacramento,Jane Scully,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sacramento_ 2014 Q1 Court,1356,Sacramento, 2014 Q1 Court,2832,NA,NA,NA,106,64,NA,NA,88,234,Sacramento,Jane Scully,0,0,NA,NA,0,,NA,NA,NA,NA,NA
Sacramento_ 2014 Q2 Court,1357,Sacramento, 2014 Q2 Court,3051,NA,NA,NA,77,54,NA,NA,81,208,Sacramento,Jane Scully,0,0,NA,1,0,,NA,NA,NA,NA,NA
Sacramento_ 2014 Q3 Court,1358,Sacramento, 2014 Q3 Court,3048,NA,NA,NA,68,68,NA,NA,90,215,Sacramento,Jane Scully,0,0,NA,1,1,,NA,NA,NA,NA,NA
Sacramento_ 2014 Q4 Court,1359,Sacramento, 2014 Q4 Court,2394,NA,NA,NA,64,52,NA,NA,73,148,Sacramento,Jane Scully,0,0,NA,1,1,,NA,NA,NA,NA,NA
Sacramento_ 2015 Q1 Court,1360,Sacramento, 2015 Q1 Court,3220,NA,NA,NA,47,66,NA,NA,69,139,Sacramento,Jane Scully,0,0,NA,1,0,,NA,NA,NA,NA,NA
Sacramento_ 2015 Q2 Court,1361,Sacramento, 2015 Q2 Court,3329,NA,NA,NA,32,86,NA,NA,65,157,Sacramento,Anne Marie Schubert,0,1,1,1,0,,NA,NA,NA,NA,NA
Sacramento_ 2015 Q3 Court,1362,Sacramento, 2015 Q3 Court,3540,NA,NA,NA,79,90,NA,NA,61,171,Sacramento,Anne Marie Schubert,0,1,1,1,0,,NA,NA,NA,NA,NA
Sacramento_ 2015 Q4 Court,1363,Sacramento, 2015 Q4 Court,3111,NA,NA,NA,68,110,NA,NA,47,129,Sacramento,Anne Marie Schubert,0,1,1,1,0,,NA,NA,NA,NA,NA
Sacramento_ 2016 Q1 Court,1364,Sacramento, 2016 Q1 Court,2888,NA,NA,NA,58,103,NA,NA,53,124,Sacramento,Anne Marie Schubert,0,1,1,1,0,,NA,NA,NA,NA,NA
Sacramento_ 2016 Q2 Court,1365,Sacramento, 2016 Q2 Court,3022,NA,NA,NA,127,72,NA,NA,51,133,Sacramento,Anne Marie Schubert,0,1,1,1,0,,NA,NA,NA,NA,NA
