County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
Monterey_ 2022 Q4 Court,1105,Monterey, 2022 Q4 Court,595,172,127,143,26,11,176,19,38,20,Monterey,Jeannine Pacioni,1,1,1,0,1,,307,41.36807818,46.57980456,3.583061889,8.469055375
Monterey_ 2023 Q1 Court,1106,Monterey, 2023 Q1 Court,214,203,176,140,39,12,221,18,26,21,Monterey,Jeannine Pacioni,1,NA,NA,NA,0,,367,47.95640327,38.14713896,3.269754768,10.626703
Napa_ 2013 Q1 Court,1107,Napa, 2013 Q1 Court,293,59,28,88,2,17,183,6,4,NA,Napa,,0,NA,NA,NA,0,,135,20.74074074,65.18518519,12.59259259,1.481481481
Napa_ 2013 Q2 Court,1108,Napa, 2013 Q2 Court,286,52,27,73,2,17,173,9,8,NA,Napa,,0,NA,NA,NA,0,,119,22.68907563,61.34453782,14.28571429,1.680672269
Napa_ 2013 Q3 Court,1109,Napa, 2013 Q3 Court,315,68,21,107,8,6,179,12,8,3,Napa,,0,NA,NA,NA,0,,142,14.78873239,75.35211268,4.225352113,5.633802817
Napa_ 2013 Q4 Court,1110,Napa, 2013 Q4 Court,350,83,45,110,1,17,177,6,4,10,Napa,,0,NA,NA,NA,0,,173,26.01156069,63.58381503,9.826589595,0.578034682
Napa_ 2014 Q1 Court,1111,Napa, 2014 Q1 Court,385,227,15,176,2,9,205,7,4,13,Napa,,0,NA,NA,NA,0,,202,7.425742574,87.12871287,4.455445545,0.99009901
Napa_ 2014 Q2 Court,1112,Napa, 2014 Q2 Court,389,103,18,154,4,19,225,15,8,7,Napa,,0,NA,NA,NA,0,,195,9.230769231,78.97435897,9.743589744,2.051282051
Napa_ 2014 Q3 Court,1113,Napa, 2014 Q3 Court,344,119,16,129,1,24,204,9,9,12,Napa,,0,NA,NA,NA,0,,170,9.411764706,75.88235294,14.11764706,0.588235294
Napa_ 2014 Q4 Court,1114,Napa, 2014 Q4 Court,240,113,16,64,1,6,209,14,9,6,Napa,,0,NA,NA,NA,0,,87,18.3908046,73.56321839,6.896551724,1.149425287
Napa_ 2015 Q1 Court,1115,Napa, 2015 Q1 Court,246,59,26,65,2,16,230,18,9,4,Napa,,0,NA,NA,NA,0,,109,23.85321101,59.63302752,14.67889908,1.834862385
Napa_ 2015 Q2 Court,1116,Napa, 2015 Q2 Court,255,50,26,74,4,9,199,21,17,6,Napa,,0,NA,NA,NA,0,,113,23.00884956,65.48672566,7.96460177,3.539823009
Napa_ 2015 Q3 Court,1117,Napa, 2015 Q3 Court,223,56,19,64,1,8,168,18,14,5,Napa,,0,NA,NA,NA,0,,92,20.65217391,69.56521739,8.695652174,1.086956522
Napa_ 2015 Q4 Court,1118,Napa, 2015 Q4 Court,235,51,32,69,7,8,195,31,10,4,Napa,,0,NA,NA,NA,0,,116,27.5862069,59.48275862,6.896551724,6.034482759
Napa_ 2016 Q1 Court,1119,Napa, 2016 Q1 Court,233,52,41,43,1,9,186,13,13,7,Napa,Allison Haley,0,1,1,0,0,Haley was appointed in 2016 by the Board of Supervisors ,94,43.61702128,45.74468085,9.574468085,1.063829787
Napa_ 2016 Q2 Court,1120,Napa, 2016 Q2 Court,237,52,33,54,2,14,190,14,12,6,Napa,Allison Haley,0,1,1,0,0,,103,32.03883495,52.42718447,13.59223301,1.941747573
Napa_ 2016 Q3 Court,1121,Napa, 2016 Q3 Court,220,55,18,95,3,5,159,16,14,5,Napa,Allison Haley,0,1,1,0,0,,121,14.87603306,78.51239669,4.132231405,2.479338843
Napa_ 2016 Q4 Court,1122,Napa, 2016 Q4 Court,194,52,33,40,3,8,196,14,15,4,Napa,Allison Haley,0,1,1,0,0,,84,39.28571429,47.61904762,9.523809524,3.571428571
Napa_ 2017 Q1 Court,1123,Napa, 2017 Q1 Court,218,46,43,54,1,4,182,19,13,4,Napa,Allison Haley,0,1,1,0,0,,102,42.15686275,52.94117647,3.921568627,0.980392157
Napa_ 2017 Q2 Court,1124,Napa, 2017 Q2 Court,254,55,30,45,1,7,169,20,12,6,Napa,Allison Haley,0,1,1,0,0,,83,36.14457831,54.21686747,8.43373494,1.204819277
Napa_ 2017 Q3 Court,1125,Napa, 2017 Q3 Court,215,53,39,61,1,2,107,14,14,12,Napa,Allison Haley,0,1,1,0,0,,103,37.86407767,59.22330097,1.941747573,0.970873786
Napa_ 2017 Q4 Court,1126,Napa, 2017 Q4 Court,248,45,41,45,2,3,114,10,9,12,Napa,Allison Haley,0,1,1,0,0,,91,45.05494505,49.45054945,3.296703297,2.197802198
Napa_ 2018 Q1 Court,1127,Napa, 2018 Q1 Court,217,54,43,50,1,1,198,20,11,21,Napa,Allison Haley,0,1,1,0,0,,95,45.26315789,52.63157895,1.052631579,1.052631579
Napa_ 2018 Q2 Court,1128,Napa, 2018 Q2 Court,224,55,55,49,1,2,179,10,11,10,Napa,Allison Haley,0,1,1,0,0,,107,51.40186916,45.79439252,1.869158879,0.934579439
Napa_ 2018 Q3 Court,1129,Napa, 2018 Q3 Court,240,52,56,51,2,3,177,10,11,11,Napa,Allison Haley,0,1,1,0,1,,112,50,45.53571429,2.678571429,1.785714286
Napa_ 2018 Q4 Court,1130,Napa, 2018 Q4 Court,210,54,40,NA,3,2,194,7,18,7,Napa,Allison Haley,0,1,1,0,1,,NA,NA,NA,NA,NA
Napa_ 2019 Q1 Court,1131,Napa, 2019 Q1 Court,183,53,49,58,3,6,177,15,15,17,Napa,Allison Haley,0,1,1,0,0,,116,42.24137931,50,5.172413793,2.586206897
Napa_ 2019 Q2 Court,1132,Napa, 2019 Q2 Court,224,50,56,150,2,1,186,14,20,15,Napa,Allison Haley,0,1,1,0,0,,209,26.79425837,71.77033493,0.4784689,0.956937799
Napa_ 2019 Q3 Court,1133,Napa, 2019 Q3 Court,230,46,64,137,4,1,184,16,32,17,Napa,Allison Haley,0,1,1,0,0,,206,31.06796117,66.50485437,0.485436893,1.941747573
Napa_ 2019 Q4 Court,1134,Napa, 2019 Q4 Court,210,NA,NA,NA,NA,NA,183,14,NA,NA,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2020 Q1 Court,1135,Napa, 2020 Q1 Court,184,NA,NA,NA,NA,NA,156,13,17,13,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2020 Q2 Court,1136,Napa, 2020 Q2 Court,176,NA,1,NA,NA,1,128,13,7,1,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2020 Q3 Court,1137,Napa, 2020 Q3 Court,209,NA,NA,NA,NA,NA,168,11,13,5,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2020 Q4 Court,1138,Napa, 2020 Q4 Court,249,NA,NA,NA,1,NA,123,7,14,1,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2021 Q1 Court,1139,Napa, 2021 Q1 Court,229,NA,NA,NA,NA,NA,156,15,18,5,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2021 Q2 Court,1140,Napa, 2021 Q2 Court,198,NA,1,NA,NA,NA,120,8,14,6,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2021 Q3 Court,1141,Napa, 2021 Q3 Court,206,NA,NA,NA,NA,NA,160,6,16,10,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2021 Q4 Court,1142,Napa, 2021 Q4 Court,191,0,0,0,0,0,132,15,5,1,Napa,Allison Haley,0,1,1,0,0,,0,NA,NA,NA,NA
Napa_ 2022 Q1 Court,1143,Napa, 2022 Q1 Court,184,NA,1,NA,NA,NA,131,12,18,11,Napa,Allison Haley,0,1,1,0,0,,NA,NA,NA,NA,NA
Napa_ 2022 Q2 Court,1144,Napa, 2022 Q2 Court,142,0,1,0,0,0,116,11,18,9,Napa,Allison Haley,0,1,1,0,0,,1,100,0,0,0
Napa_ 2022 Q3 Court,1145,Napa, 2022 Q3 Court,210,0,1,NA,NA,0,152,17,20,18,Napa,Allison Haley,0,1,1,0,1,,NA,NA,NA,NA,NA
Napa_ 2022 Q4 Court,1146,Napa, 2022 Q4 Court,165,0,0,0,0,0,150,16,23,12,Napa,Allison Haley,0,1,1,0,1,,0,NA,NA,NA,NA
Napa_ 2023 Q1 Court,1147,Napa, 2023 Q1 Court,220,NA,NA,NA,NA,NA,138,21,26,13,Napa,Allison Haley,0,NA,NA,NA,0,,NA,NA,NA,NA,NA
Nevada_ 2013 Q1 Court,1148,Nevada, 2013 Q1 Court,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nevada,Clifford H. Newell,0,1,1,1,0,https://www.nevadacountyca.gov/3695/2013---2016-Historical-Election-Results,NA,NA,NA,NA,NA
Nevada_ 2013 Q2 Court,1149,Nevada, 2013 Q2 Court,107,26,12,29,4,4,31,2,8,0,Nevada,Clifford H. Newell,0,1,1,1,0,,49,24.48979592,59.18367347,8.163265306,8.163265306
Nevada_ 2013 Q3 Court,1150,Nevada, 2013 Q3 Court,134,24,10,21,0,2,113,3,18,2,Nevada,Clifford H. Newell,0,1,1,1,0,,33,30.3030303,63.63636364,6.060606061,0
Nevada_ 2013 Q4 Court,1151,Nevada, 2013 Q4 Court,171,16,12,26,0,4,28,5,27,5,Nevada,Clifford H. Newell,0,1,1,1,0,,42,28.57142857,61.9047619,9.523809524,0
Nevada_ 2014 Q1 Court,1152,Nevada, 2014 Q1 Court,155,16,21,20,4,3,23,4,3,3,Nevada,Clifford H. Newell,0,1,1,1,0,,48,43.75,41.66666667,6.25,8.333333333
Nevada_ 2014 Q2 Court,1153,Nevada, 2014 Q2 Court,162,22,13,23,3,0,35,6,8,3,Nevada,Clifford H. Newell,0,1,1,1,0,,39,33.33333333,58.97435897,0,7.692307692
Nevada_ 2014 Q3 Court,1154,Nevada, 2014 Q3 Court,165,54,18,56,7,6,60,7,9,6,Nevada,Clifford H. Newell,0,1,1,1,1,,87,20.68965517,64.36781609,6.896551724,8.045977011
Nevada_ 2014 Q4 Court,1155,Nevada, 2014 Q4 Court,144,32,13,55,1,1,71,8,12,2,Nevada,Clifford H. Newell,0,1,1,1,1,,70,18.57142857,78.57142857,1.428571429,1.428571429
Nevada_ 2015 Q1 Court,1156,Nevada, 2015 Q1 Court,115,19,6,23,1,5,65,10,10,5,Nevada,Clifford H. Newell,0,1,1,1,0,,35,17.14285714,65.71428571,14.28571429,2.857142857
Nevada_ 2015 Q2 Court,1157,Nevada, 2015 Q2 Court,127,12,11,34,0,4,57,8,8,5,Nevada,Clifford H. Newell,0,1,1,1,0,,49,22.44897959,69.3877551,8.163265306,0
Nevada_ 2015 Q3 Court,1158,Nevada, 2015 Q3 Court,129,9,7,49,0,5,61,4,11,0,Nevada,Clifford H. Newell,0,1,1,1,0,,61,11.47540984,80.32786885,8.196721311,0
Nevada_ 2015 Q4 Court,1159,Nevada, 2015 Q4 Court,160,19,11,43,1,5,50,6,0,0,Nevada,Clifford H. Newell,0,1,1,1,0,,60,18.33333333,71.66666667,8.333333333,1.666666667
Nevada_ 2016 Q1 Court,1160,Nevada, 2016 Q1 Court,147,15,9,18,4,6,37,5,1,1,Nevada,Clifford H. Newell,0,1,1,1,0,,37,24.32432432,48.64864865,16.21621622,10.81081081
Nevada_ 2016 Q2 Court,1161,Nevada, 2016 Q2 Court,153,18,7,56,3,4,46,4,4,0,Nevada,Clifford H. Newell,0,1,1,1,0,,70,10,80,5.714285714,4.285714286
Nevada_ 2016 Q3 Court,1162,Nevada, 2016 Q3 Court,139,19,10,55,0,7,42,2,2,0,Nevada,Clifford H. Newell,0,1,1,1,0,,72,13.88888889,76.38888889,9.722222222,0
Nevada_ 2016 Q4 Court,1163,Nevada, 2016 Q4 Court,113,12,13,61,1,4,46,7,3,1,Nevada,Clifford H. Newell,0,1,1,1,0,,79,16.4556962,77.21518987,5.063291139,1.265822785
Nevada_ 2017 Q1 Court,1164,Nevada, 2017 Q1 Court,117,21,7,66,0,3,51,3,3,1,Nevada,Clifford H. Newell,0,1,1,1,0,,76,9.210526316,86.84210526,3.947368421,0
Nevada_ 2017 Q2 Court,1165,Nevada, 2017 Q2 Court,171,19,4,60,3,4,42,4,5,0,Nevada,Clifford H. Newell,0,1,1,1,0,,71,5.633802817,84.50704225,5.633802817,4.225352113
Nevada_ 2017 Q3 Court,1166,Nevada, 2017 Q3 Court,141,12,7,47,0,8,33,3,2,0,Nevada,Clifford H. Newell,0,1,1,1,0,,62,11.29032258,75.80645161,12.90322581,0
Nevada_ 2017 Q4 Court,1167,Nevada, 2017 Q4 Court,112,20,6,42,1,6,26,5,0,1,Nevada,Clifford H. Newell,0,1,1,1,0,,55,10.90909091,76.36363636,10.90909091,1.818181818
Nevada_ 2018 Q1 Court,1168,Nevada, 2018 Q1 Court,111,16,11,45,0,2,23,3,3,1,Nevada,Clifford H. Newell,0,1,1,1,0,,58,18.96551724,77.5862069,3.448275862,0
Nevada_ 2018 Q2 Court,1169,Nevada, 2018 Q2 Court,114,11,14,52,2,8,33,3,2,0,Nevada,Clifford H. Newell,0,1,1,1,0,,76,18.42105263,68.42105263,10.52631579,2.631578947
Nevada_ 2018 Q3 Court,1170,Nevada, 2018 Q3 Court,98,6,16,12,1,4,10,4,4,0,Nevada,Clifford H. Newell,0,1,1,1,1,,33,48.48484848,36.36363636,12.12121212,3.03030303
Nevada_ 2018 Q4 Court,1171,Nevada, 2018 Q4 Court,106,13,11,24,1,8,36,5,6,1,Nevada,Clifford H. Newell,0,1,1,1,1,,44,25,54.54545455,18.18181818,2.272727273
Nevada_ 2019 Q1 Court,1172,Nevada, 2019 Q1 Court,92,6,14,16,2,9,29,8,7,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,41,34.14634146,39.02439024,21.95121951,4.87804878
Nevada_ 2019 Q2 Court,1173,Nevada, 2019 Q2 Court,130,12,19,20,0,9,37,5,3,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,48,39.58333333,41.66666667,18.75,0
Nevada_ 2019 Q3 Court,1174,Nevada, 2019 Q3 Court,187,9,7,33,2,9,63,12,5,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,51,13.7254902,64.70588235,17.64705882,3.921568627
Nevada_ 2019 Q4 Court,1175,Nevada, 2019 Q4 Court,155,8,11,39,0,8,64,11,3,2,Nevada,Clifford H. Newell,0,0,NA,NA,0,,58,18.96551724,67.24137931,13.79310345,0
Nevada_ 2020 Q1 Court,1176,Nevada, 2020 Q1 Court,110,5,17,22,1,5,41,8,2,1,Nevada,Clifford H. Newell,0,0,NA,NA,0,,45,37.77777778,48.88888889,11.11111111,2.222222222
Nevada_ 2020 Q2 Court,1177,Nevada, 2020 Q2 Court,139,7,9,32,1,7,43,5,0,1,Nevada,Clifford H. Newell,0,0,NA,NA,0,,49,18.36734694,65.30612245,14.28571429,2.040816327
Nevada_ 2020 Q3 Court,1178,Nevada, 2020 Q3 Court,139,9,10,30,1,4,46,3,2,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,45,22.22222222,66.66666667,8.888888889,2.222222222
Nevada_ 2020 Q4 Court,1179,Nevada, 2020 Q4 Court,106,4,20,30,3,6,39,6,1,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,59,33.89830508,50.84745763,10.16949153,5.084745763
Nevada_ 2021 Q1 Court,1180,Nevada, 2021 Q1 Court,117,1,19,25,3,5,25,2,1,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,52,36.53846154,48.07692308,9.615384615,5.769230769
Nevada_ 2021 Q2 Court,1181,Nevada, 2021 Q2 Court,102,28,14,25,0,1,26,0,1,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,40,35,62.5,2.5,0
Nevada_ 2021 Q3 Court,1182,Nevada, 2021 Q3 Court,128,2,10,33,0,9,39,5,3,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,52,19.23076923,63.46153846,17.30769231,0
Nevada_ 2021 Q4 Court,1183,Nevada, 2021 Q4 Court,94,1,25,21,2,8,34,11,6,0,Nevada,Clifford H. Newell,0,0,NA,NA,0,,56,44.64285714,37.5,14.28571429,3.571428571
Nevada_ 2022 Q1 Court,1184,Nevada, 2022 Q1 Court,105,3,16,20,2,2,30,3,2,0,Nevada,Clifford H. Newell,0,0,NA,0,0,,40,40,50,5,5
Nevada_ 2022 Q2 Court,1185,Nevada, 2022 Q2 Court,81,0,2,16,0,1,29,2,8,0,Nevada,Clifford H. Newell,0,0,NA,0,0,,19,10.52631579,84.21052632,5.263157895,0
Nevada_ 2022 Q3 Court,1186,Nevada, 2022 Q3 Court,61,58,11,32,5,2,19,2,12,0,Nevada,Clifford H. Newell,0,0,NA,0,1,,50,22,64,4,10
Nevada_ 2022 Q4 Court,1187,Nevada, 2022 Q4 Court,63,59,6,21,7,4,23,1,4,1,Nevada,Clifford H. Newell,0,0,NA,0,1,,38,15.78947368,55.26315789,10.52631579,18.42105263
Orange_ 2013 Q1 Court,1188,Orange, 2013 Q1 Court,4702,274,624,2021,144,230,1747,131,395,NA,Orange,Tony Rackauckas,0,1,1,1,0,https://ocvote.gov/data/election-results-archives,3019,20.66909573,66.94269626,7.618416694,4.769791322
Orange_ 2013 Q2 Court,1189,Orange, 2013 Q2 Court,4921,240,608,2119,196,264,2864,216,345,NA,Orange,Tony Rackauckas,0,1,1,1,0,,3187,19.07750235,66.488861,8.283652338,6.149984311
Orange_ 2013 Q3 Court,1190,Orange, 2013 Q3 Court,4885,341,603,2125,140,299,3512,258,362,241,Orange,Tony Rackauckas,0,1,1,1,0,,3167,19.04010104,67.09820019,9.441111462,4.420587307
Orange_ 2013 Q4 Court,1191,Orange, 2013 Q4 Court,4752,259,567,2079,185,276,3449,199,374,227,Orange,Tony Rackauckas,0,1,1,1,0,,3107,18.2491149,66.91342131,8.883167042,5.954296749
Orange_ 2014 Q1 Court,1192,Orange, 2014 Q1 Court,4560,302,613,2101,188,240,3862,259,371,200,Orange,Tony Rackauckas,0,1,1,1,0,,3142,19.50986633,66.86823679,7.638446849,5.983450032
Orange_ 2014 Q2 Court,1193,Orange, 2014 Q2 Court,4640,332,620,2276,257,254,4168,299,402,224,Orange,Tony Rackauckas,0,1,1,1,0,,3407,18.197828,66.80363957,7.455239213,7.54329322
Orange_ 2014 Q3 Court,1194,Orange, 2014 Q3 Court,4628,351,632,2168,271,215,4335,269,466,170,Orange,Tony Rackauckas,0,1,1,1,1,,3286,19.23311016,65.97687158,6.542909312,8.247108947
Orange_ 2014 Q4 Court,1195,Orange, 2014 Q4 Court,3296,279,454,1217,140,130,3018,195,381,161,Orange,Tony Rackauckas,0,1,1,1,1,,1941,23.39000515,62.69963936,6.697578568,7.212776919
Orange_ 2015 Q1 Court,1196,Orange, 2015 Q1 Court,2609,245,437,851,106,104,1898,175,380,182,Orange,Tony Rackauckas,0,1,1,1,0,,1498,29.17222964,56.80907877,6.94259012,7.076101469
Orange_ 2015 Q2 Court,1197,Orange, 2015 Q2 Court,3104,291,477,1023,106,128,1622,107,350,172,Orange,Tony Rackauckas,0,1,1,1,0,,1734,27.50865052,58.99653979,7.38177624,6.113033449
Orange_ 2015 Q3 Court,1198,Orange, 2015 Q3 Court,2953,303,526,1114,116,151,1647,119,297,190,Orange,Tony Rackauckas,0,1,1,1,0,,1907,27.58259046,58.41636078,7.91819612,6.082852648
Orange_ 2015 Q4 Court,1199,Orange, 2015 Q4 Court,2862,276,548,1132,131,185,1649,101,257,198,Orange,Tony Rackauckas,0,1,1,1,0,,1996,27.45490982,56.71342685,9.268537074,6.563126253
Orange_ 2016 Q1 Court,1200,Orange, 2016 Q1 Court,3124,330,599,1152,131,177,1715,114,292,181,Orange,Tony Rackauckas,0,1,1,1,0,,2059,29.09179213,55.94949004,8.596406022,6.362311802
Orange_ 2016 Q2 Court,1201,Orange, 2016 Q2 Court,3165,309,490,1171,117,152,1765,110,311,182,Orange,Tony Rackauckas,0,1,1,1,0,,1930,25.38860104,60.67357513,7.875647668,6.062176166
Orange_ 2016 Q3 Court,1202,Orange, 2016 Q3 Court,3051,280,498,1103,124,88,1752,75,352,133,Orange,Tony Rackauckas,0,1,1,1,0,,1813,27.46828461,60.83838941,4.853833425,6.839492554
Orange_ 2016 Q4 Court,1203,Orange, 2016 Q4 Court,3016,294,457,1103,150,159,1638,105,321,178,Orange,Tony Rackauckas,0,1,1,1,0,,1869,24.45157838,59.01551632,8.507223114,8.025682183
Orange_ 2017 Q1 Court,1204,Orange, 2017 Q1 Court,2960,324,647,1222,108,138,1908,136,393,138,Orange,Tony Rackauckas,0,1,1,1,0,,2115,30.59101655,57.77777778,6.524822695,5.106382979
Orange_ 2017 Q2 Court,1205,Orange, 2017 Q2 Court,2994,280,583,1222,131,145,1923,108,410,157,Orange,Tony Rackauckas,0,1,1,1,0,,2081,28.01537722,58.72176838,6.96780394,6.295050457
Orange_ 2017 Q3 Court,1206,Orange, 2017 Q3 Court,2814,271,557,1164,86,106,2080,93,450,180,Orange,Tony Rackauckas,0,1,1,1,0,,1913,29.11657083,60.84683743,5.541035024,4.495556717
Orange_ 2017 Q4 Court,1207,Orange, 2017 Q4 Court,2994,239,486,970,112,102,1892,98,441,145,Orange,Tony Rackauckas,0,1,1,1,0,,1670,29.10179641,58.08383234,6.107784431,6.706586826
Orange_ 2018 Q1 Court,1208,Orange, 2018 Q1 Court,2993,307,538,981,98,111,1868,111,489,169,Orange,Tony Rackauckas,0,1,1,1,0,,1728,31.13425926,56.77083333,6.423611111,5.671296296
Orange_ 2018 Q2 Court,1209,Orange, 2018 Q2 Court,3135,319,492,1034,105,120,2004,105,519,170,Orange,Tony Rackauckas,0,1,1,1,0,,1751,28.09822958,59.0519703,6.853226728,5.996573387
Orange_ 2018 Q3 Court,1210,Orange, 2018 Q3 Court,3076,308,531,957,75,125,1754,158,503,150,Orange,Tony Rackauckas,0,1,1,1,1,,1688,31.45734597,56.6943128,7.40521327,4.443127962
Orange_ 2018 Q4 Court,1211,Orange, 2018 Q4 Court,2894,295,461,986,107,146,1637,114,493,161,Orange,Tony Rackauckas,0,1,1,1,1,,1700,27.11764706,58,8.588235294,6.294117647
Orange_ 2019 Q1 Court,1212,Orange, 2019 Q1 Court,3007,297,552,870,88,143,1666,103,486,168,Orange,Tony Rackauckas,0,0,NA,NA,0,,1653,33.3938294,52.63157895,8.650937689,5.323653962
Orange_ 2019 Q2 Court,1213,Orange, 2019 Q2 Court,2874,306,487,918,87,151,1668,135,559,205,Orange,Tony Rackauckas,0,0,NA,NA,0,,1643,29.64090079,55.87340231,9.190505173,5.295191722
Orange_ 2019 Q3 Court,1214,Orange, 2019 Q3 Court,3179,312,584,1027,97,139,1654,168,570,197,Orange,Tony Rackauckas,0,0,NA,NA,0,,1847,31.61884136,55.60368165,7.52571738,5.25175961
Orange_ 2019 Q4 Court,1215,Orange, 2019 Q4 Court,2844,274,476,944,113,95,1497,165,546,191,Orange,Tony Rackauckas,0,0,NA,NA,0,,1628,29.23832924,57.98525799,5.835380835,6.941031941
Orange_ 2020 Q1 Court,1216,Orange, 2020 Q1 Court,2933,254,406,855,102,123,1267,147,451,216,Orange,Tony Rackauckas,0,0,NA,NA,0,,1486,27.32166891,57.53701211,8.277254374,6.864064603
Orange_ 2020 Q2 Court,1217,Orange, 2020 Q2 Court,2695,17,250,431,43,44,817,144,279,74,Orange,Tony Rackauckas,0,0,NA,NA,0,,768,32.55208333,56.11979167,5.729166667,5.598958333
Orange_ 2020 Q3 Court,1218,Orange, 2020 Q3 Court,3206,239,380,713,82,58,1216,128,461,85,Orange,Tony Rackauckas,0,0,NA,NA,0,,1233,30.81914031,57.82643958,4.703974047,6.650446067
Orange_ 2020 Q4 Court,1219,Orange, 2020 Q4 Court,2923,213,381,674,94,81,1208,94,451,81,Orange,Tony Rackauckas,0,0,NA,NA,0,,1230,30.97560976,54.79674797,6.585365854,7.642276423
Orange_ 2021 Q1 Court,1220,Orange, 2021 Q1 Court,3407,267,540,849,142,100,1393,81,528,83,Orange,Tony Rackauckas,0,0,NA,NA,0,,1631,33.10852238,52.05395463,6.131207848,8.706315144
Orange_ 2021 Q2 Court,1221,Orange, 2021 Q2 Court,3501,414,510,930,130,110,1600,107,628,80,Orange,Tony Rackauckas,0,0,NA,NA,0,,1680,30.35714286,55.35714286,6.547619048,7.738095238
Orange_ 2021 Q3 Court,1222,Orange, 2021 Q3 Court,3248,595,432,1002,104,95,1505,71,519,78,Orange,Tony Rackauckas,0,0,NA,NA,0,,1633,26.45437844,61.35946111,5.817513778,6.368646663
Orange_ 2021 Q4 Court,1223,Orange, 2021 Q4 Court,2611,578,376,960,93,67,1482,63,413,69,Orange,Tony Rackauckas,0,0,NA,NA,0,,1496,25.13368984,64.17112299,4.478609626,6.21657754
Orange_ 2022 Q1 Court,1224,Orange, 2022 Q1 Court,2876,583,409,1013,115,83,1549,63,440,78,Orange,Tony Rackauckas,0,0,NA,1,0,,1620,25.24691358,62.5308642,5.12345679,7.098765432
Orange_ 2022 Q2 Court,1225,Orange, 2022 Q2 Court,3173,587,370,1035,107,59,1818,120,502,97,Orange,Tony Rackauckas,0,0,NA,1,0,,1571,23.55187778,65.88160407,3.755569701,6.81094844
Orange_ 2022 Q3 Court,1226,Orange, 2022 Q3 Court,3902,741,382,1107,79,69,1703,120,525,77,Orange,Tony Rackauckas,0,0,NA,1,1,,1637,23.33536958,67.62370189,4.215027489,4.825901038
Orange_ 2022 Q4 Court,1227,Orange, 2022 Q4 Court,3535,596,400,1160,79,68,1604,75,473,70,Orange,Tony Rackauckas,0,0,NA,1,1,,1707,23.43292326,67.95547745,3.983596954,4.628002343
Orange_ 2023 Q1 Court,1228,Orange, 2023 Q1 Court,3462,654,394,915,67,49,1626,119,480,90,Orange,Todd Spitzer,0,NA,NA,NA,0,,1425,27.64912281,64.21052632,3.438596491,4.701754386
Placer_ 2013 Q1 Court,1229,Placer, 2013 Q1 Court,633,1347,52,178,43,1,575,0,26,NA,Placer,Ronald Scott Owens,0,1,1,0,0,https://www.placercountyelections.gov/past-elections/,274,18.97810219,64.96350365,0.364963504,15.69343066
Placer_ 2013 Q2 Court,1230,Placer, 2013 Q2 Court,778,1778,79,223,35,1,434,3,15,NA,Placer,Ronald Scott Owens,0,1,1,0,0,,338,23.37278107,65.97633136,0.295857988,10.35502959
Placer_ 2013 Q3 Court,1231,Placer, 2013 Q3 Court,830,724,73,21,47,6,473,0,24,17,Placer,Ronald Scott Owens,0,1,1,0,0,,147,49.65986395,14.28571429,4.081632653,31.97278912
Placer_ 2013 Q4 Court,1232,Placer, 2013 Q4 Court,705,684,66,321,36,6,406,0,31,26,Placer,Ronald Scott Owens,0,1,1,0,0,,429,15.38461538,74.82517483,1.398601399,8.391608392
Placer_ 2014 Q1 Court,1233,Placer, 2014 Q1 Court,689,301,81,329,43,10,476,1,10,16,Placer,Ronald Scott Owens,0,1,1,0,0,,463,17.49460043,71.05831533,2.159827214,9.287257019
Placer_ 2014 Q2 Court,1234,Placer, 2014 Q2 Court,765,408,92,348,38,20,419,0,13,30,Placer,Ronald Scott Owens,0,1,1,0,0,,498,18.47389558,69.87951807,4.016064257,7.630522088
