County_and_Quarter,X,County.x,Quarter,Petition_for_Modification,FTA_Warrant,Prison,Probation,Straight_1170h,Split_1170h,Probation_Petition,MS_Petition,PRCS_Petition,Parole_Petition,County.y,Name,Decarceratory,Did_Incumbent_Seek_Reelection,If_Sought_Did_Incumbent_Win,Contested,Election_Year,Notes...election.years...2014..2018..2022.with.New.DA.coming.in.Q1.after..,Total_Sentences,Percentage_Prison,Percentage_Probation,Percentage_Split,Percentage_Straight
San Benito_2019 Q1 Court,1657,San Benito,2019 Q1 Court,72,17,10,10,5,1,21,10,7,3,San Benito,Candice Hooper Mancino,0,1,0,1,0,,26,38.461538,38.461538,3.846154,19.230769
San Benito_2019 Q2 Court,1658,San Benito,2019 Q2 Court,53,28,9,13,3,3,20,0,12,1,San Benito,Candice Hooper Mancino,0,1,0,1,0,,28,32.142857,46.428571,10.714286,10.714286
San Benito_2019 Q3 Court,1659,San Benito,2019 Q3 Court,80,14,8,15,1,4,22,0,13,2,San Benito,Candice Hooper Mancino,0,1,0,1,0,,28,28.571429,53.571429,14.285714,3.571429
San Benito_2019 Q4 Court,1660,San Benito,2019 Q4 Court,50,32,7,11,0,1,27,3,18,0,San Benito,Candice Hooper Mancino,0,1,0,1,0,,19,36.842105,57.894737,5.263158,0.0
San Benito_2020 Q1 Court,1661,San Benito,2020 Q1 Court,40,21,7,13,2,2,15,5,17,2,San Benito,Candice Hooper Mancino,0,1,0,1,0,,24,29.166667,54.166667,8.333333,8.333333
San Benito_2020 Q2 Court,1662,San Benito,2020 Q2 Court,22,9,4,10,0,3,0,0,10,0,San Benito,Candice Hooper Mancino,0,1,0,1,0,,17,23.529412,58.823529,17.647059,0.0
San Benito_2020 Q3 Court,1663,San Benito,2020 Q3 Court,53,27,10,15,0,1,17,2,18,0,San Benito,Candice Hooper Mancino,0,1,0,1,0,,26,38.461538,57.692308,3.846154,0.0
San Benito_2020 Q4 Court,1664,San Benito,2020 Q4 Court,59,23,2,33,0,1,17,10,18,1,San Benito,Candice Hooper Mancino,0,1,0,1,0,,36,5.555556,91.666667,2.777778,0.0
San Benito_2021 Q1 Court,1665,San Benito,2021 Q1 Court,67,18,10,25,2,1,10,9,24,4,San Benito,Candice Hooper Mancino,0,1,0,1,0,,38,26.315789,65.789474,2.631579,5.263158
San Benito_2021 Q2 Court,1666,San Benito,2021 Q2 Court,57,17,2,35,0,1,22,4,16,2,San Benito,Candice Hooper Mancino,0,1,0,1,0,,38,5.263158,92.105263,2.631579,0.0
San Benito_2021 Q3 Court,1667,San Benito,2021 Q3 Court,85,28,2,32,0,3,24,4,21,0,San Benito,Candice Hooper Mancino,0,1,0,1,0,,37,5.405405,86.486486,8.108108,0.0
San Benito_2021 Q4 Court,1668,San Benito,2021 Q4 Court,41,34,2,27,1,0,14,1,16,0,San Benito,Candice Hooper Mancino,0,1,0,1,0,,30,6.666667,90.0,0.0,3.333333
San Benito_2022 Q1 Court,1669,San Benito,2022 Q1 Court,53,27,3,32,1,NA,18,4,18,NA,San Benito,Candice Hooper Mancino,0,1,0,1,0,,,,,,
San Benito_2022 Q2 Court,1670,San Benito,2022 Q2 Court,73,34,8,20,NA,NA,16,NA,15,2,San Benito,Candice Hooper Mancino,0,1,0,1,0,,,,,,
San Benito_2022 Q3 Court,1671,San Benito,2022 Q3 Court,62,31,8,12,NA,NA,16,2,14,1,San Benito,Candice Hooper Mancino,0,1,0,1,1,,,,,,
San Benito_2022 Q4 Court,1672,San Benito,2022 Q4 Court,53,26,2,8,NA,NA,11,1,12,1,San Benito,Candice Hooper Mancino,0,1,0,1,1,,,,,,
San Benito_2023 Q1 Court,1673,San Benito,2023 Q1 Court,88,39,9,22,NA,1,4,2,13,1,San Benito,Joel Buckingham,0,NA,NA,NA,0,,,,,,
San Benito_2023 Q2 Court,1674,San Benito,2023 Q2 Court,75,40,8,12,NA,1,7,NA,6,2,,,,,,,,,,,,,
San Benito_2023 Q3 Court,1675,San Benito,2023 Q3 Court,70,41,12,11,NA,NA,8,1,15,NA,,,,,,,,,,,,,
San Benito_2023 Q4 Court,1676,San Benito,2023 Q4 Court,87,44,12,15,1,2,10,NA,25,1,,,,,,,,,30,40.0,50.0,6.666667,3.333333
San Benito_2024 Q1 Court,1677,San Benito,2024 Q1 Court,78,47,5,25,NA,NA,11,NA,16,1,,,,,,,,,,,,,
San Benito_2024 Q2 Court,1678,San Benito,2024 Q2 Court,85,12,10,10,1,1,19,0,12,0,,,,,,,,,22,45.454545,45.454545,4.545455,4.545455
San Benito_2024 Q3 Court,1679,San Benito,2024 Q3 Court,66,14,7,8,1,0,12,2,10,1,,,,,,,,,16,43.75,50.0,0.0,6.25
San Benito_2024 Q4 Court,1680,San Benito,2024 Q4 Court,60,23,6,16,5,0,10,1,6,1,,,,,,,,,27,22.222222,59.259259,0.0,18.518519
San Bernardino_2013 Q1 Court,1681,San Bernardino,2013 Q1 Court,4922,584,1232,1595,1163,304,5354,282,550,NA,San Bernadino,Michael Ramos,0,1,1,1,0,https://sbcountyelections.com/elections/pastelections/,4294,28.691197,37.144853,7.079646,27.084304
San Bernardino_2013 Q2 Court,1682,San Bernardino,2013 Q2 Court,5232,761,1252,1539,1287,302,5728,457,528,NA,San Bernadino,Michael Ramos,0,1,1,1,0,,4380,28.584475,35.136986,6.894977,29.383562
San Bernardino_2013 Q3 Court,1683,San Bernardino,2013 Q3 Court,5531,1342,1260,1633,1241,263,NA,436,428,510,San Bernadino,Michael Ramos,0,1,1,1,0,,4397,28.655902,37.138958,5.981351,28.223789
San Bernardino_2013 Q4 Court,1684,San Bernardino,2013 Q4 Court,4870,1729,1146,1635,1079,409,5280,371,362,568,San Bernadino,Michael Ramos,0,1,1,1,0,,4269,26.844694,38.299368,9.580698,25.27524
San Bernardino_2014 Q1 Court,1685,San Bernardino,2014 Q1 Court,5089,1833,1218,1626,1129,417,5680,459,388,499,San Bernadino,Michael Ramos,0,1,1,1,0,,4390,27.744875,37.038724,9.498861,25.71754
San Bernardino_2014 Q2 Court,1686,San Bernardino,2014 Q2 Court,5332,1845,1306,1890,1250,508,6442,690,420,557,San Bernadino,Michael Ramos,0,1,1,1,0,,4954,26.362535,38.150989,10.25434,25.232136
San Bernardino_2014 Q3 Court,1687,San Bernardino,2014 Q3 Court,5350,1213,1357,1726,1125,420,5863,729,462,488,San Bernadino,Michael Ramos,0,1,1,1,1,,4628,29.321521,37.294728,9.075194,24.308557
San Bernardino_2014 Q4 Court,1688,San Bernardino,2014 Q4 Court,3980,1604,999,1175,674,318,4333,548,402,499,San Bernadino,Michael Ramos,0,1,1,1,1,,3166,31.554011,37.113076,10.04422,21.288692
San Bernardino_2015 Q1 Court,1689,San Bernardino,2015 Q1 Court,3760,1327,1017,1106,509,256,3794,413,498,527,San Bernadino,Michael Ramos,0,1,0,1,0,,2888,35.214681,38.296399,8.864266,17.624654
San Bernardino_2015 Q2 Court,1690,San Bernardino,2015 Q2 Court,3959,1556,1039,1161,523,290,4044,436,479,535,San Bernadino,Michael Ramos,0,1,0,1,0,,3013,34.483903,38.533024,9.624959,17.358115
San Bernardino_2015 Q3 Court,1691,San Bernardino,2015 Q3 Court,3766,1633,1005,1247,579,324,4292,572,570,564,San Bernadino,Michael Ramos,0,1,0,1,0,,3155,31.8542,39.524564,10.269414,18.351823
San Bernardino_2015 Q4 Court,1692,San Bernardino,2015 Q4 Court,3372,1317,997,1200,554,273,4261,648,489,551,San Bernadino,Michael Ramos,0,1,0,1,0,,3024,32.969577,39.68254,9.027778,18.320106
San Bernardino_2016 Q1 Court,1693,San Bernardino,2016 Q1 Court,3292,956,536,497,248,109,1954,370,452,406,San Bernadino,Michael Ramos,0,1,0,1,0,,1390,38.561151,35.755396,7.841727,17.841727
San Bernardino_2016 Q2 Court,1694,San Bernardino,2016 Q2 Court,3802,NA,NA,NA,NA,NA,NA,245,505,711,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2016 Q3 Court,1695,San Bernardino,2016 Q3 Court,3916,NA,NA,NA,NA,NA,NA,192,561,696,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2016 Q4 Court,1696,San Bernardino,2016 Q4 Court,3611,NA,NA,NA,NA,NA,NA,220,517,617,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2017 Q1 Court,1697,San Bernardino,2017 Q1 Court,3588,NA,NA,NA,NA,NA,NA,145,559,618,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2017 Q2 Court,1698,San Bernardino,2017 Q2 Court,3551,NA,NA,NA,NA,NA,NA,224,664,609,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2017 Q3 Court,1699,San Bernardino,2017 Q3 Court,4137,NA,NA,NA,NA,NA,NA,119,583,708,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2017 Q4 Court,1700,San Bernardino,2017 Q4 Court,3291,NA,NA,NA,NA,NA,NA,113,592,745,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2018 Q1 Court,1701,San Bernardino,2018 Q1 Court,3488,NA,NA,NA,NA,NA,NA,128,629,717,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2018 Q2 Court,1702,San Bernardino,2018 Q2 Court,3425,NA,NA,NA,NA,NA,NA,127,745,625,San Bernadino,Michael Ramos,0,1,0,1,0,,,,,,
San Bernardino_2018 Q3 Court,1703,San Bernardino,2018 Q3 Court,3658,NA,NA,NA,NA,NA,NA,115,744,688,San Bernadino,Michael Ramos,0,1,0,1,1,,,,,,
San Bernardino_2018 Q4 Court,1704,San Bernardino,2018 Q4 Court,3392,NA,NA,NA,NA,NA,NA,150,718,622,San Bernadino,Michael Ramos,0,1,0,1,1,,,,,,
San Bernardino_2019 Q1 Court,1705,San Bernardino,2019 Q1 Court,3343,NA,NA,NA,NA,NA,NA,108,770,861,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2019 Q2 Court,1706,San Bernardino,2019 Q2 Court,3030,NA,NA,1383,NA,NA,1154,79,707,1068,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2019 Q3 Court,1707,San Bernardino,2019 Q3 Court,3388,NA,NA,1321,NA,NA,1331,98,877,986,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2019 Q4 Court,1708,San Bernardino,2019 Q4 Court,3045,NA,NA,1189,NA,NA,1093,94,805,949,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2020 Q1 Court,1709,San Bernardino,2020 Q1 Court,3335,NA,NA,1189,NA,NA,741,76,656,821,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2020 Q2 Court,1710,San Bernardino,2020 Q2 Court,3439,NA,NA,655,NA,NA,549,52,388,213,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2020 Q3 Court,1711,San Bernardino,2020 Q3 Court,3666,NA,NA,1103,NA,NA,953,53,875,438,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2020 Q4 Court,1712,San Bernardino,2020 Q4 Court,3381,NA,NA,1221,NA,NA,994,51,736,681,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2021 Q1 Court,1713,San Bernardino,2021 Q1 Court,3809,NA,NA,1323,NA,NA,994,62,712,572,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2021 Q2 Court,1714,San Bernardino,2021 Q2 Court,3583,NA,NA,1195,NA,NA,1185,63,673,576,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2021 Q3 Court,1715,San Bernardino,2021 Q3 Court,3625,NA,NA,1062,NA,NA,1107,68,668,539,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2021 Q4 Court,1716,San Bernardino,2021 Q4 Court,2730,NA,NA,1062,NA,NA,951,61,625,467,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2022 Q1 Court,1717,San Bernardino,2022 Q1 Court,3064,NA,NA,1118,NA,NA,1002,44,594,536,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2022 Q2 Court,1718,San Bernardino,2022 Q2 Court,3329,NA,NA,1122,NA,NA,1075,77,613,417,San Bernadino,Jason Anderson,0,1,1,0,0,,,,,,
San Bernardino_2022 Q3 Court,1719,San Bernardino,2022 Q3 Court,3631,NA,NA,1101,NA,NA,1008,59,691,483,San Bernadino,Jason Anderson,0,1,1,0,1,,,,,,
San Bernardino_2022 Q4 Court,1720,San Bernardino,2022 Q4 Court,3333,NA,NA,927,NA,NA,965,52,659,493,San Bernadino,Jason Anderson,0,1,1,0,1,,,,,,
San Bernardino_2023 Q1 Court,1721,San Bernardino,2023 Q1 Court,3458,NA,NA,1026,NA,NA,904,44,589,423,San Bernadino,Jason Anderson,0,NA,NA,NA,0,,,,,,
San Bernardino_2023 Q2 Court,1722,San Bernardino,2023 Q2 Court,3258,NA,NA,1000,NA,NA,891,32,584,430,,,,,,,,,,,,,
San Bernardino_2023 Q3 Court,1723,San Bernardino,2023 Q3 Court,3486,NA,NA,1021,NA,NA,890,80,639,463,,,,,,,,,,,,,
San Bernardino_2023 Q4 Court,1724,San Bernardino,2023 Q4 Court,3317,NA,NA,971,NA,NA,877,55,652,496,,,,,,,,,,,,,
San Bernardino_2024 Q1 Court,1725,San Bernardino,2024 Q1 Court,3337,NA,NA,989,NA,NA,877,73,704,421,,,,,,,,,,,,,
San Bernardino_2024 Q2 Court,1726,San Bernardino,2024 Q2 Court,3493,NA,NA,971,NA,NA,737,30,587,450,,,,,,,,,,,,,
San Bernardino_2024 Q3 Court,1727,San Bernardino,2024 Q3 Court,3544,NA,NA,958,NA,NA,825,37,604,473,,,,,,,,,,,,,
San Bernardino_2024 Q4 Court,1728,San Bernardino,2024 Q4 Court,NA,NA,NA,989,NA,NA,812,56,579,435,,,,,,,,,,,,,
San Diego_2013 Q1 Court,1729,San Diego,2013 Q1 Court,4430,563,634,2399,213,127,NA,48,206,NA,San Diego,Bonnie Dumanis,0,1,1,1,0,https://www.sdvote.com/content/rov/en/elections/reportquery.html,3373,18.796324,71.123629,3.765194,6.314853
San Diego_2013 Q2 Court,1730,San Diego,2013 Q2 Court,4784,NA,659,1467,237,114,NA,102,209,NA,San Diego,Bonnie Dumanis,0,1,1,1,0,,2477,26.604764,59.224869,4.602342,9.568026
San Diego_2013 Q3 Court,1731,San Diego,2013 Q3 Court,4812,NA,723,1689,268,125,NA,84,227,203,San Diego,Bonnie Dumanis,0,1,1,1,0,,2805,25.775401,60.213904,4.456328,9.554367
San Diego_2013 Q4 Court,1732,San Diego,2013 Q4 Court,4545,NA,678,1558,258,134,NA,107,355,329,San Diego,Bonnie Dumanis,0,1,1,1,0,,2628,25.799087,59.284627,5.098935,9.817352
San Diego_2014 Q1 Court,1733,San Diego,2014 Q1 Court,4538,NA,657,1630,251,124,NA,108,340,298,San Diego,Bonnie Dumanis,0,1,1,1,0,,2662,24.680691,61.232156,4.658152,9.429001
San Diego_2014 Q2 Court,1734,San Diego,2014 Q2 Court,4801,NA,708,1584,241,141,NA,122,316,269,San Diego,Bonnie Dumanis,0,1,1,1,0,,2674,26.477188,59.237098,5.272999,9.012715
San Diego_2014 Q3 Court,1735,San Diego,2014 Q3 Court,4814,NA,636,1739,408,171,NA,124,324,281,San Diego,Bonnie Dumanis,0,1,1,1,1,,2954,21.530129,58.86933,5.788761,13.811781
San Diego_2014 Q4 Court,1736,San Diego,2014 Q4 Court,3356,NA,616,1857,257,107,NA,152,397,222,San Diego,Bonnie Dumanis,0,1,1,1,1,,2837,21.713077,65.456468,3.77159,9.058865
San Diego_2015 Q1 Court,1737,San Diego,2015 Q1 Court,2892,NA,NA,NA,NA,NA,NA,104,357,239,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,,,,,
San Diego_2015 Q2 Court,1738,San Diego,2015 Q2 Court,3063,NA,NA,NA,NA,NA,NA,NA,402,249,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,,,,,
San Diego_2015 Q3 Court,1739,San Diego,2015 Q3 Court,3115,NA,NA,NA,NA,NA,NA,NA,437,251,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,,,,,
San Diego_2015 Q4 Court,1740,San Diego,2015 Q4 Court,2850,NA,NA,NA,NA,NA,NA,NA,379,264,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,,,,,
San Diego_2016 Q1 Court,1741,San Diego,2016 Q1 Court,3157,NA,589,1149,140,174,NA,129,393,213,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,2052,28.703704,55.994152,8.479532,6.822612
San Diego_2016 Q2 Court,1742,San Diego,2016 Q2 Court,3380,NA,599,1201,153,187,NA,132,427,195,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,2140,27.990654,56.121495,8.738318,7.149533
San Diego_2016 Q3 Court,1743,San Diego,2016 Q3 Court,3334,NA,617,1223,154,134,NA,116,412,172,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,2128,28.994361,57.471805,6.296992,7.236842
San Diego_2016 Q4 Court,1744,San Diego,2016 Q4 Court,2963,NA,532,1064,113,152,NA,122,434,172,San Diego,Bonnie Dumanis,0,NA,NA,NA,0,,1861,28.586781,57.173563,8.167652,6.072004
San Diego_2017 Q1 Court,1745,San Diego,2017 Q1 Court,3149,NA,662,1431,118,144,NA,153,572,182,San Diego,Summer Stephan,0,1,1,1,0,Appointed to Replace,2355,28.110403,60.764331,6.11465,5.010616
San Diego_2017 Q2 Court,1746,San Diego,2017 Q2 Court,3138,NA,628,1465,153,135,NA,161,495,198,San Diego,Summer Stephan,0,1,1,1,0,,2381,26.375472,61.528769,5.669887,6.425871
San Diego_2017 Q3 Court,1747,San Diego,2017 Q3 Court,3190,NA,605,1172,178,143,NA,149,484,221,San Diego,Summer Stephan,0,1,1,1,0,,2098,28.836988,55.862726,6.816015,8.484271
San Diego_2017 Q4 Court,1748,San Diego,2017 Q4 Court,2784,NA,544,1132,140,121,NA,125,443,242,San Diego,Summer Stephan,0,1,1,1,0,,1937,28.084667,58.440888,6.246773,7.227672
San Diego_2018 Q1 Court,1749,San Diego,2018 Q1 Court,3028,NA,597,1288,190,113,NA,147,525,216,San Diego,Summer Stephan,0,1,1,1,0,,2188,27.285192,58.866545,5.164534,8.683729
San Diego_2018 Q2 Court,1750,San Diego,2018 Q2 Court,3198,NA,575,1342,267,96,NA,160,464,212,San Diego,Summer Stephan,0,1,1,1,0,,2280,25.219298,58.859649,4.210526,11.710526
San Diego_2018 Q3 Court,1751,San Diego,2018 Q3 Court,3402,NA,583,1230,207,124,NA,146,482,182,San Diego,Summer Stephan,0,1,1,1,1,,2144,27.192164,57.369403,5.783582,9.654851
San Diego_2018 Q4 Court,1752,San Diego,2018 Q4 Court,3118,NA,553,1264,194,104,NA,135,430,195,San Diego,Summer Stephan,0,1,1,1,1,,2115,26.146572,59.763593,4.917258,9.172577
San Diego_2019 Q1 Court,1753,San Diego,2019 Q1 Court,3398,NA,637,1237,193,95,NA,140,445,206,San Diego,Summer Stephan,0,1,1,0,0,,2162,29.46346,57.215541,4.39408,8.92692
San Diego_2019 Q2 Court,1754,San Diego,2019 Q2 Court,3430,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2019 Q3 Court,1755,San Diego,2019 Q3 Court,3387,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2019 Q4 Court,1756,San Diego,2019 Q4 Court,2988,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2020 Q1 Court,1757,San Diego,2020 Q1 Court,2724,NA,NA,NA,NA,NA,NA,NA,391,172,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2020 Q2 Court,1758,San Diego,2020 Q2 Court,1826,NA,NA,NA,NA,NA,NA,NA,15,21,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2020 Q3 Court,1759,San Diego,2020 Q3 Court,3112,NA,NA,NA,NA,NA,NA,NA,184,150,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2020 Q4 Court,1760,San Diego,2020 Q4 Court,3070,NA,NA,NA,NA,NA,NA,NA,113,97,San Diego,Summer Stephan,0,1,1,0,0,,,,,,
San Diego_2021 Q1 Court,1761,San Diego,2021 Q1 Court,3530,NA,301,1063,50,46,NA,68,105,85,San Diego,Summer Stephan,0,1,1,0,0,,1460,20.616438,72.808219,3.150685,3.424658
San Diego_2021 Q2 Court,1762,San Diego,2021 Q2 Court,3347,NA,404,1313,54,51,NA,85,152,94,San Diego,Summer Stephan,0,1,1,0,0,,1822,22.173436,72.063666,2.799122,2.963776
San Diego_2021 Q3 Court,1763,San Diego,2021 Q3 Court,3329,NA,519,1351,64,44,NA,56,161,100,San Diego,Summer Stephan,0,1,1,0,0,,1978,26.238625,68.301314,2.224469,3.235592
San Diego_2021 Q4 Court,1764,San Diego,2021 Q4 Court,3266,NA,521,1318,58,48,NA,43,188,79,San Diego,Summer Stephan,0,1,1,0,0,,1945,26.786632,67.763496,2.467866,2.982005
San Diego_2022 Q1 Court,1765,San Diego,2022 Q1 Court,3469,NA,634,1437,86,59,NA,62,187,90,San Diego,Summer Stephan,0,1,1,0,0,,2216,28.610108,64.84657,2.662455,3.880866
San Diego_2022 Q2 Court,1766,San Diego,2022 Q2 Court,3246,NA,734,1584,103,71,NA,48,200,81,San Diego,Summer Stephan,0,1,1,0,0,,2492,29.454254,63.563403,2.849117,4.133226
San Diego_2022 Q3 Court,1767,San Diego,2022 Q3 Court,3147,NA,601,1398,83,56,NA,57,292,108,San Diego,Summer Stephan,0,1,1,0,1,,2138,28.110384,65.388213,2.61927,3.882133
San Diego_2022 Q4 Court,1768,San Diego,2022 Q4 Court,2848,NA,546,1248,61,49,NA,47,378,103,San Diego,Summer Stephan,0,1,1,0,1,,1904,28.676471,65.546218,2.573529,3.203782
San Diego_2023 Q1 Court,1769,San Diego,2023 Q1 Court,3003,NA,641,1239,61,46,NA,64,411,115,San Diego,Summer Stephan,0,NA,NA,NA,0,,1987,32.259688,62.35531,2.315048,3.069955
San Diego_2023 Q2 Court,1770,San Diego,2023 Q2 Court,3103,NA,608,1264,58,44,NA,52,413,117,,,,,,,,,1974,30.800405,64.032421,2.228977,2.938197
San Diego_2023 Q3 Court,1771,San Diego,2023 Q3 Court,3390,NA,603,1328,63,49,NA,50,407,138,,,,,,,,,2043,29.515419,65.002447,2.398434,3.0837
San Diego_2023 Q4 Court,1772,San Diego,2023 Q4 Court,2984,NA,585,1227,49,35,NA,51,410,145,,,,,,,,,1896,30.85443,64.71519,1.845992,2.584388
San Diego_2024 Q1 Court,1773,San Diego,2024 Q1 Court,3293,NA,586,1201,91,33,NA,40,412,149,,,,,,,,,1911,30.664574,62.846677,1.726845,4.761905
San Diego_2024 Q2 Court,1774,San Diego,2024 Q2 Court,3397,NA,567,1139,95,38,NA,51,437,166,,,,,,,,,1839,30.831974,61.935835,2.06634,5.165851
San Diego_2024 Q3 Court,1775,San Diego,2024 Q3 Court,3061,NA,588,1156,107,38,NA,49,409,168,,,,,,,,,1889,31.127581,61.1964,2.011646,5.664373
San Diego_2024 Q4 Court,1776,San Diego,2024 Q4 Court,2982,NA,485,997,100,30,NA,41,401,221,,,,,,,,,1612,30.086849,61.848635,1.861042,6.203474
San Francisco_2013 Q1 Court,1777,San Francisco,2013 Q1 Court,1172,NA,NA,NA,NA,NA,516,NA,65,NA,San Francisco,George Gascon,1,1,1,0,0,,,,,,
San Francisco_2013 Q2 Court,1778,San Francisco,2013 Q2 Court,1059,NA,NA,NA,NA,NA,652,39,71,NA,San Francisco,George Gascon,1,1,1,0,0,,,,,,
San Francisco_2013 Q3 Court,1779,San Francisco,2013 Q3 Court,1086,NA,73,252,NA,NA,619,38,69,59,San Francisco,George Gascon,1,1,1,0,0,,,,,,
San Francisco_2013 Q4 Court,1780,San Francisco,2013 Q4 Court,965,NA,75,273,9,21,597,32,81,129,San Francisco,George Gascon,1,1,1,0,0,,378,19.84127,72.222222,5.555556,2.380952
San Francisco_2014 Q1 Court,1781,San Francisco,2014 Q1 Court,1036,NA,53,212,6,24,508,43,81,143,San Francisco,George Gascon,1,1,1,0,0,,295,17.966102,71.864407,8.135593,2.033898
San Francisco_2014 Q2 Court,1782,San Francisco,2014 Q2 Court,1079,NA,62,240,1,16,469,45,62,106,San Francisco,George Gascon,1,1,1,0,0,,319,19.435737,75.23511,5.015674,0.31348
San Francisco_2014 Q3 Court,1783,San Francisco,2014 Q3 Court,1108,NA,48,263,2,19,460,46,55,121,San Francisco,George Gascon,1,1,1,0,0,,332,14.457831,79.216867,5.722892,0.60241
San Francisco_2014 Q4 Court,1784,San Francisco,2014 Q4 Court,872,NA,41,248,4,19,386,40,44,35,San Francisco,George Gascon,1,1,1,0,0,,312,13.141026,79.487179,6.089744,1.282051
San Francisco_2015 Q1 Court,1785,San Francisco,2015 Q1 Court,908,0,74,184,1,13,385,30,45,41,San Francisco,George Gascon,1,1,1,0,0,,272,27.205882,67.647059,4.779412,0.367647
San Francisco_2015 Q2 Court,1786,San Francisco,2015 Q2 Court,858,NA,50,189,2,23,373,33,46,25,San Francisco,George Gascon,1,1,1,0,0,,264,18.939394,71.590909,8.712121,0.757576
San Francisco_2015 Q3 Court,1787,San Francisco,2015 Q3 Court,931,NA,43,238,6,13,345,32,61,20,San Francisco,George Gascon,1,1,1,0,1,,300,14.333333,79.333333,4.333333,2.0
San Francisco_2015 Q4 Court,1788,San Francisco,2015 Q4 Court,896,0,44,204,3,15,423,33,36,12,San Francisco,George Gascon,1,1,1,0,1,,266,16.541353,76.691729,5.639098,1.12782
San Francisco_2016 Q1 Court,1789,San Francisco,2016 Q1 Court,971,0,54,227,8,17,442,36,31,11,San Francisco,George Gascon,1,0,NA,NA,0,,306,17.647059,74.183007,5.555556,2.614379
San Francisco_2016 Q2 Court,1790,San Francisco,2016 Q2 Court,1004,0,57,218,2,15,445,22,40,18,San Francisco,George Gascon,1,0,NA,NA,0,,292,19.520548,74.657534,5.136986,0.684932
San Francisco_2016 Q3 Court,1791,San Francisco,2016 Q3 Court,1064,0,58,237,3,16,486,23,42,14,San Francisco,George Gascon,1,0,NA,NA,0,,314,18.471338,75.477707,5.095541,0.955414
San Francisco_2016 Q4 Court,1792,San Francisco,2016 Q4 Court,1001,0,63,201,4,16,385,26,37,28,San Francisco,George Gascon,1,0,NA,NA,0,,284,22.183099,70.774648,5.633803,1.408451
San Francisco_2017 Q1 Court,1793,San Francisco,2017 Q1 Court,933,267,56,252,8,18,382,26,37,22,San Francisco,George Gascon,1,0,NA,NA,0,,334,16.766467,75.449102,5.389222,2.39521
San Francisco_2017 Q2 Court,1794,San Francisco,2017 Q2 Court,1028,292,85,170,3,14,412,34,31,33,San Francisco,George Gascon,1,0,NA,NA,0,,272,31.25,62.5,5.147059,1.102941
San Francisco_2017 Q3 Court,1795,San Francisco,2017 Q3 Court,1017,335,51,168,3,21,360,22,33,25,San Francisco,George Gascon,1,0,NA,NA,0,,243,20.987654,69.135802,8.641975,1.234568
San Francisco_2017 Q4 Court,1796,San Francisco,2017 Q4 Court,1023,333,62,182,3,15,379,23,53,30,San Francisco,George Gascon,1,0,NA,NA,0,,262,23.664122,69.465649,5.725191,1.145038
